Year,category,college,branch,Cutoff_Rank,Fees,Placement_Percentage,Average_Package,NIRF_Rank,Total_Seats,Available_Seats,Seat_Ratio,Recommendation_Score
2025,SC,XYZ Engineering College,IT,9460,100028,80,11.1,142,129,23,0.17829457364341086,26.065891472868216
2025,SC,XYZ Engineering College,EEE,9551,149424,98,9.3,89,111,46,0.4144144144144144,50.288288288288285
2025,OC,Bannari Amman Institute,ECE,9594,80004,76,5.7,142,232,28,0.1206896551724138,18.313793103448276
2025,BC,ABC Engineering College,IT,9646,102189,94,13.3,77,183,16,0.08743169398907104,50.14863387978143
2025,BC,Kongu Engineering College,CSE,9655,160398,89,4.5,26,88,11,0.125,55.9
2025,SC,Kongu Engineering College,ECE,9690,128503,98,11.9,104,68,41,0.6029411764705882,52.15882352941176
2025,OC,Kumaraguru College,CSE,9736,82595,79,12.4,124,148,19,0.12837837837837837,31.467567567567567
2025,BC,Kongu Engineering College,EEE,9769,130762,76,4.5,37,86,13,0.1511627906976744,49.22325581395349
2025,OC,Sri Krishna College,ECE,9770,161903,87,12.8,88,129,29,0.2248062015503876,46.99612403100775
2025,OC,Bannari Amman Institute,EEE,9777,126777,78,11.4,40,88,5,0.056818181818181816,53.93636363636363
2025,OC,Sri Krishna College,IT,9805,119915,88,12.3,93,99,43,0.43434343434343436,49.48686868686869
2025,BC,ABC Engineering College,EEE,9852,178699,82,11.5,118,150,48,0.32,37.1
2025,OC,Sri Krishna College,ECE,9860,100105,98,12.2,21,145,48,0.3310344827586207,71.92068965517241
2025,BC,Kongu Engineering College,CSE,9868,150987,96,13.5,26,154,45,0.2922077922077922,70.34415584415585
2025,BC,XYZ Engineering College,ECE,9901,93649,97,12.4,101,227,21,0.09251101321585903,43.050220264317176
2025,BC,ABC Engineering College,ECE,9928,114676,91,13.5,147,70,48,0.6857142857142857,40.41428571428572
2025,OC,XYZ Engineering College,ECE,10095,177118,79,7.2,43,231,37,0.16017316017316016,51.2034632034632
2025,SC,ABC Engineering College,CSE,10111,121388,91,13.8,102,62,25,0.4032258064516129,48.564516129032256
2025,OC,XYZ Engineering College,ECE,10139,120524,98,6.2,133,126,11,0.0873015873015873,27.446031746031746
2025,BC,ABC Engineering College,ECE,10144,98944,96,5.8,87,156,9,0.057692307692307696,39.65384615384615
2025,SC,XYZ Engineering College,ECE,10149,132444,80,7.2,55,80,21,0.2625,49.95
2025,SC,XYZ Engineering College,CSE,10157,162203,97,4.1,88,157,21,0.1337579617834395,39.475159235668784
2025,OC,Kongu Engineering College,CSE,10176,99782,86,5.2,86,108,13,0.12037037037037036,37.60740740740741
2025,OC,XYZ Engineering College,IT,10251,143419,84,5.7,81,77,6,0.07792207792207792,38.15844155844156
2025,SC,ABC Engineering College,EEE,10253,162643,81,5.5,83,186,50,0.26881720430107525,40.2763440860215
2025,BC,XYZ Engineering College,EEE,10333,174006,94,13.2,123,233,19,0.0815450643776824,36.13090128755365
2025,BC,XYZ Engineering College,ECE,10333,167190,90,10.0,42,73,26,0.3561643835616438,61.52328767123288
2025,BC,XYZ Engineering College,EEE,10350,96181,76,9.5,40,195,35,0.1794871794871795,53.88974358974359
2025,OC,Kongu Engineering College,CSE,10357,129512,83,7.6,126,209,21,0.10047846889952153,26.70956937799043
2025,BC,XYZ Engineering College,ECE,10404,155582,93,10.5,78,85,11,0.12941176470588237,47.588235294117645
2025,SC,Kongu Engineering College,ECE,10425,81463,77,9.8,65,169,10,0.05917159763313609,44.583431952662714
2025,SC,ABC Engineering College,CSE,10516,165574,81,9.0,46,148,21,0.14189189189189189,52.33783783783784
2025,BC,ABC Engineering College,EEE,10529,151658,79,12.2,80,95,35,0.3684210526315789,49.26842105263158
2025,BC,ABC Engineering College,IT,10586,106051,80,6.5,50,148,43,0.2905405405405405,51.31081081081081
2025,BC,ABC Engineering College,IT,10633,127543,94,5.8,141,147,41,0.2789115646258503,27.27823129251701
2025,OC,ABC Engineering College,CSE,10726,117173,83,12.7,118,87,45,0.5172413793103449,42.5448275862069
2025,SC,Kongu Engineering College,CSE,10727,147535,89,6.1,63,189,40,0.21164021164021163,48.13280423280423
2025,BC,XYZ Engineering College,CSE,10795,120852,90,5.6,132,126,47,0.373015873015873,30.460317460317462
2025,SC,XYZ Engineering College,ECE,10803,152022,96,6.9,73,64,38,0.59375,55.675
2025,OC,ABC Engineering College,EEE,10857,170503,90,7.3,131,182,47,0.25824175824175827,30.164835164835168
2025,SC,Kongu Engineering College,CSE,10858,145706,96,5.9,29,235,27,0.1148936170212766,58.29787234042553
2025,OC,ABC Engineering College,ECE,10866,108757,78,8.5,122,161,9,0.055900621118012424,26.418012422360245
2025,SC,ABC Engineering College,ECE,10884,123590,86,13.8,89,146,28,0.1917808219178082,46.73561643835617
2025,OC,Kongu Engineering College,IT,10942,165234,82,14.2,46,124,9,0.07258064516129033,56.45161290322581
2025,OC,Kongu Engineering College,EEE,10980,85617,95,9.6,96,159,25,0.15723270440251572,42.444654088050314
2025,BC,ABC Engineering College,IT,10984,178769,85,7.3,33,123,29,0.23577235772357724,57.61544715447154
2025,SC,ABC Engineering College,EEE,11006,128520,90,10.8,72,221,34,0.15384615384615385,49.27692307692308
2025,SC,Kongu Engineering College,ECE,11038,153269,91,8.5,38,235,13,0.05531914893617021,55.5063829787234
2025,OC,XYZ Engineering College,EEE,11039,116045,90,4.6,37,120,9,0.075,52.0
2025,OC,Kongu Engineering College,EEE,11054,167056,85,8.4,148,71,9,0.1267605633802817,22.035211267605632
2025,BC,ABC Engineering College,CSE,11103,152181,98,8.0,101,90,41,0.45555555555555555,46.21111111111111
2025,SC,ABC Engineering College,CSE,11132,144373,77,10.7,124,218,48,0.22018348623853212,31.003669724770646
2025,SC,XYZ Engineering College,IT,11188,126278,85,11.6,138,220,6,0.02727272727272727,26.24545454545455
2025,SC,Kongu Engineering College,ECE,11196,171965,77,10.7,55,148,13,0.08783783783783784,49.056756756756755
2025,OC,XYZ Engineering College,ECE,11219,131023,86,13.1,146,194,32,0.16494845360824742,28.39896907216495
2025,OC,XYZ Engineering College,ECE,11221,112140,94,9.9,69,164,15,0.09146341463414634,49.229268292682924
2025,BC,XYZ Engineering College,IT,11227,114513,81,10.1,80,147,24,0.16326530612244897,43.66530612244898
2025,SC,Kongu Engineering College,CSE,11247,133574,84,14.2,142,219,33,0.1506849315068493,29.813698630136987
2025,SC,Kongu Engineering College,EEE,11263,158880,80,10.7,34,143,6,0.04195804195804196,55.33916083916084
2025,SC,XYZ Engineering College,IT,11283,175028,75,11.6,121,107,6,0.056074766355140186,28.921495327102804
2025,OC,Kongu Engineering College,CSE,11302,176117,87,11.8,47,119,29,0.24369747899159663,58.67394957983193
2025,BC,ABC Engineering College,CSE,11331,169327,93,5.6,108,125,5,0.04,31.900000000000002
2025,SC,XYZ Engineering College,CSE,11366,132548,97,9.2,45,62,27,0.43548387096774194,63.50967741935484
2025,BC,XYZ Engineering College,ECE,11401,166020,98,4.3,67,128,42,0.328125,50.162499999999994
2025,BC,XYZ Engineering College,ECE,11432,165752,86,6.2,29,107,29,0.27102803738317754,58.720560747663555
2025,SC,Kongu Engineering College,CSE,11435,170453,83,6.2,123,153,15,0.09803921568627451,26.16078431372549
2025,SC,XYZ Engineering College,ECE,11469,130407,81,5.5,61,98,37,0.37755102040816324,49.05102040816327
2025,BC,XYZ Engineering College,CSE,11472,120074,84,4.4,131,83,15,0.18072289156626506,23.9144578313253
2025,SC,Kongu Engineering College,IT,11523,173079,83,13.9,135,199,19,0.09547738693467336,30.209547738693466
2025,SC,Kongu Engineering College,ECE,11533,108447,94,8.5,44,105,6,0.05714285714285714,54.642857142857146
2025,OC,XYZ Engineering College,IT,11586,84084,82,14.0,86,147,49,0.3333333333333333,49.46666666666666
2025,OC,ABC Engineering College,CSE,11653,80702,89,7.7,89,81,49,0.6049382716049383,49.79876543209877
2025,BC,ABC Engineering College,ECE,11675,137146,96,11.4,49,229,33,0.14410480349344978,58.382096069868986
2025,OC,XYZ Engineering College,IT,11727,176063,88,7.3,54,187,36,0.1925133689839572,51.350267379679146
2025,SC,ABC Engineering College,IT,11738,95424,76,10.1,88,108,19,0.17592592592592593,40.01851851851852
2025,OC,ABC Engineering College,IT,11740,108370,84,13.2,37,146,6,0.0410958904109589,58.12191780821917
2025,BC,Kongu Engineering College,IT,11742,89871,96,5.9,142,74,31,0.4189189189189189,30.478378378378373
2025,OC,Kongu Engineering College,ECE,11781,118333,78,6.7,121,150,24,0.16,26.999999999999996
2025,SC,XYZ Engineering College,EEE,11848,165738,94,8.8,140,90,42,0.4666666666666667,34.333333333333336
2025,BC,ABC Engineering College,ECE,11919,166291,77,11.9,50,235,47,0.2,53.99999999999999
2025,SC,XYZ Engineering College,EEE,11981,86219,89,10.5,70,137,26,0.1897810218978102,49.995620437956205
2025,OC,ABC Engineering College,CSE,12077,129435,79,6.2,77,154,49,0.3181818181818182,43.16363636363636
2025,BC,XYZ Engineering College,CSE,12101,100458,98,11.1,122,146,23,0.15753424657534246,37.05068493150685
2025,OC,ABC Engineering College,IT,12115,113596,89,10.4,43,76,39,0.5131578947368421,64.46315789473684
2025,SC,Kongu Engineering College,ECE,12144,163087,89,14.7,71,67,12,0.1791044776119403,53.68208955223881
2025,OC,Kongu Engineering College,ECE,12274,81135,96,6.1,120,148,36,0.24324324324324326,33.76486486486486
2025,OC,XYZ Engineering College,IT,12277,152938,89,7.0,126,196,17,0.08673469387755102,27.63469387755102
2025,SC,Kongu Engineering College,ECE,12369,145800,88,4.2,108,114,18,0.15789473684210525,31.357894736842105
2025,SC,XYZ Engineering College,ECE,12374,89619,76,8.5,147,96,10,0.10416666666666667,19.283333333333335
2025,OC,Kongu Engineering College,IT,12397,146684,77,7.9,99,116,7,0.0603448275862069,32.50689655172413
2025,BC,XYZ Engineering College,IT,12432,127560,89,6.4,25,144,13,0.09027777777777778,57.40555555555556
2025,SC,ABC Engineering College,ECE,12440,165303,98,14.0,121,132,24,0.18181818181818182,40.736363636363635
2025,OC,XYZ Engineering College,CSE,12446,92798,98,6.6,104,231,17,0.0735930735930736,36.27186147186147
2025,OC,XYZ Engineering College,ECE,12447,80050,78,6.3,25,218,33,0.15137614678899083,55.22752293577982
2025,SC,XYZ Engineering College,EEE,12452,90463,97,9.1,24,228,36,0.15789473684210525,64.15789473684211
2025,SC,XYZ Engineering College,IT,12455,143220,94,12.1,27,172,18,0.10465116279069768,64.29302325581395
2025,BC,XYZ Engineering College,ECE,12462,161511,90,14.4,32,151,45,0.2980132450331126,67.76026490066225
2025,OC,XYZ Engineering College,IT,12542,104559,91,5.5,20,68,6,0.08823529411764706,58.56470588235294
2025,BC,XYZ Engineering College,IT,12545,175123,86,6.3,71,62,5,0.08064516129032258,42.412903225806446
2025,SC,XYZ Engineering College,ECE,12602,96574,87,10.5,65,230,38,0.16521739130434782,50.40434782608695
2025,SC,XYZ Engineering College,IT,12606,111925,94,11.9,112,191,43,0.225130890052356,41.00261780104712
2025,BC,Kongu Engineering College,CSE,12653,177808,86,6.7,41,75,32,0.4266666666666667,58.733333333333334
2025,OC,ABC Engineering College,IT,12660,120064,79,8.9,97,237,43,0.18143459915611815,37.128691983122366
2025,BC,XYZ Engineering College,ECE,12750,173561,96,8.9,25,148,35,0.23648648648648649,64.92972972972973
2025,OC,ABC Engineering College,IT,12783,153403,83,12.9,40,209,39,0.18660287081339713,59.53205741626794
2025,OC,Kongu Engineering College,IT,12799,165010,97,7.4,149,63,21,0.3333333333333333,28.46666666666666
2025,BC,ABC Engineering College,EEE,12938,136831,93,7.4,50,142,31,0.21830985915492956,54.66619718309859
2025,OC,Kongu Engineering College,EEE,12989,114482,85,13.0,101,224,11,0.049107142857142856,39.18214285714286
2025,OC,XYZ Engineering College,CSE,12993,178753,81,9.0,72,181,47,0.2596685082872928,46.89337016574586
2025,OC,ABC Engineering College,ECE,13058,149592,98,9.9,51,147,7,0.047619047619047616,54.95238095238094
2025,BC,Kongu Engineering College,CSE,13120,114302,86,8.4,108,173,19,0.10982658959537572,33.99653179190752
2025,SC,XYZ Engineering College,ECE,13181,82744,89,11.5,89,240,33,0.1375,44.25
2025,OC,XYZ Engineering College,IT,13184,110900,86,6.7,75,71,17,0.23943661971830985,44.7887323943662
2025,SC,XYZ Engineering College,IT,13227,136676,88,12.7,22,93,35,0.3763440860215054,70.02688172043011
2025,OC,Kongu Engineering College,ECE,13232,134698,96,4.3,117,236,19,0.08050847457627118,29.61016949152542
2025,OC,XYZ Engineering College,EEE,13337,143160,89,10.7,42,172,30,0.1744186046511628,58.288372093023256
2025,SC,ABC Engineering College,CSE,13342,137198,85,4.6,62,215,32,0.14883720930232558,44.47674418604651
2025,SC,ABC Engineering College,ECE,13362,168056,93,7.5,116,172,32,0.18604651162790697,34.32093023255814
2025,BC,ABC Engineering College,ECE,13365,163875,87,10.3,105,139,49,0.35251798561151076,41.95035971223022
2025,OC,ABC Engineering College,IT,13385,160134,77,12.5,92,208,17,0.08173076923076923,39.63461538461539
2025,BC,ABC Engineering College,EEE,13409,107465,79,10.5,58,222,30,0.13513513513513514,49.5027027027027
2025,BC,ABC Engineering College,CSE,13480,122325,77,12.1,91,185,18,0.0972972972972973,39.84594594594594
2025,OC,ABC Engineering College,ECE,13581,122066,76,7.2,84,187,44,0.23529411764705882,39.50588235294118
2025,OC,ABC Engineering College,EEE,13584,178257,94,9.0,22,86,23,0.26744186046511625,65.94883720930233
2025,BC,Kongu Engineering College,EEE,13608,85787,87,4.2,32,233,38,0.1630901287553648,53.9618025751073
2025,SC,XYZ Engineering College,IT,13675,121798,81,7.6,126,224,26,0.11607142857142858,26.421428571428574
2025,BC,ABC Engineering College,IT,13678,162718,98,4.1,74,72,9,0.125,43.8
2025,BC,Kongu Engineering College,EEE,13808,176111,90,9.7,21,230,20,0.08695652173913043,62.139130434782615
2025,OC,ABC Engineering College,CSE,13813,167868,95,12.7,66,122,12,0.09836065573770492,53.3672131147541
2025,SC,Kongu Engineering College,EEE,13821,173944,96,11.3,46,211,26,0.12322274881516587,58.76445497630331
2025,OC,Kongu Engineering College,IT,13851,109518,92,9.5,93,142,18,0.1267605633802817,41.735211267605635
2025,OC,XYZ Engineering College,CSE,13880,149732,79,8.4,132,209,40,0.19138755980861244,26.32775119617225
2025,OC,XYZ Engineering College,EEE,13881,144631,78,7.1,63,228,50,0.21929824561403508,45.9859649122807
2025,BC,Kongu Engineering College,CSE,13897,109943,98,9.4,37,156,42,0.2692307692307692,63.08461538461538
2025,SC,ABC Engineering College,IT,13943,119930,87,10.6,127,61,39,0.639344262295082,41.386885245901645
2025,BC,XYZ Engineering College,IT,13958,89739,96,14.0,96,233,26,0.11158798283261803,46.23175965665236
2025,OC,XYZ Engineering College,EEE,13999,162788,96,13.8,132,231,33,0.14285714285714285,35.857142857142854
2025,OC,XYZ Engineering College,IT,14038,86244,85,4.5,111,123,7,0.056910569105691054,27.83821138211382
2025,BC,ABC Engineering College,CSE,14065,148247,77,5.1,68,157,19,0.12101910828025478,40.220382165605095
2025,OC,ABC Engineering College,IT,14075,104729,79,9.7,86,209,29,0.13875598086124402,40.37511961722488
2025,SC,Kongu Engineering College,EEE,14076,117900,91,13.7,43,151,41,0.271523178807947,63.530463576158944
2025,OC,Kongu Engineering College,IT,14079,147138,85,12.4,65,144,36,0.25,53.4
2025,BC,XYZ Engineering College,IT,14082,169145,98,14.7,122,129,19,0.14728682170542637,40.445736434108525
2025,OC,XYZ Engineering College,CSE,14159,114461,76,5.8,49,215,18,0.08372093023255814,45.57441860465117
2025,SC,Kongu Engineering College,IT,14215,101831,92,6.5,34,157,42,0.267515923566879,59.25031847133758
2025,OC,Kongu Engineering College,IT,14221,159338,83,6.0,60,184,49,0.266304347826087,48.22608695652174
2025,BC,Kongu Engineering College,ECE,14243,175658,78,11.0,111,205,49,0.23902439024390243,35.880487804878044
2025,OC,XYZ Engineering College,CSE,14244,103382,78,8.6,92,143,25,0.17482517482517482,37.8965034965035
2025,OC,ABC Engineering College,ECE,14298,112946,85,8.6,94,76,27,0.35526315789473684,43.00526315789474
2025,OC,Kongu Engineering College,CSE,14375,176668,76,5.4,120,136,28,0.20588235294117646,26.317647058823532
2025,OC,XYZ Engineering College,ECE,14386,103254,79,8.7,134,193,25,0.12953367875647667,24.790673575129535
2025,SC,XYZ Engineering College,ECE,14423,158981,77,6.4,39,216,39,0.18055555555555555,51.41111111111111
2025,SC,Kongu Engineering College,EEE,14437,173507,85,4.9,68,99,48,0.48484848484848486,49.696969696969695
2025,OC,Kongu Engineering College,IT,14459,141337,80,13.9,123,231,38,0.1645021645021645,34.29004329004329
2025,BC,Kongu Engineering College,CSE,14467,89075,95,9.3,39,129,34,0.26356589147286824,61.37131782945736
2025,OC,ABC Engineering College,EEE,14493,163633,92,10.7,34,105,42,0.4,66.1
2025,BC,ABC Engineering College,EEE,14579,114988,96,13.2,60,60,36,0.6,66.0
2025,BC,ABC Engineering College,IT,14592,166663,84,12.0,63,227,31,0.13656387665198239,51.03127753303964
2025,OC,XYZ Engineering College,ECE,14696,169044,87,7.8,113,165,47,0.28484848484848485,35.696969696969695
2025,BC,Kongu Engineering College,ECE,14770,91484,80,9.7,41,226,28,0.12389380530973451,53.8778761061947
2025,OC,ABC Engineering College,CSE,14779,114430,88,7.2,121,154,31,0.2012987012987013,31.325974025974023
2025,SC,ABC Engineering College,ECE,14818,167047,79,12.3,89,115,47,0.40869565217391307,47.47391304347826
2025,BC,XYZ Engineering College,ECE,14819,131083,97,5.3,54,127,14,0.11023622047244094,50.404724409448825
2025,BC,ABC Engineering College,ECE,14831,163213,80,11.5,56,141,26,0.18439716312056736,52.38794326241135
2025,OC,Kongu Engineering College,ECE,14843,149496,98,10.2,137,181,41,0.2265193370165746,33.030386740331494
2025,BC,Kongu Engineering College,ECE,14857,133834,75,4.3,60,159,33,0.20754716981132076,42.950943396226414
2025,SC,Kongu Engineering College,ECE,14884,131495,76,11.7,139,183,36,0.19672131147540983,26.734426229508202
2025,OC,XYZ Engineering College,EEE,14908,173685,94,11.3,38,96,19,0.19791666666666666,62.05833333333333
2025,SC,ABC Engineering College,IT,14979,175712,89,14.4,75,135,20,0.14814814814814814,51.56296296296296
2025,OC,Kongu Engineering College,ECE,15008,172754,81,6.8,87,145,23,0.15862068965517243,38.172413793103445
2025,OC,XYZ Engineering College,EEE,15008,123650,91,5.0,133,186,13,0.06989247311827956,23.79784946236559
2025,OC,XYZ Engineering College,ECE,15060,143738,75,9.7,82,181,47,0.2596685082872928,42.793370165745856
2025,SC,XYZ Engineering College,ECE,15072,166750,76,13.0,142,188,32,0.1702127659574468,26.60425531914894
2025,SC,XYZ Engineering College,ECE,15113,176195,76,7.2,32,126,35,0.2777777777777778,55.95555555555556
2025,OC,ABC Engineering College,EEE,15142,143079,92,6.8,55,68,36,0.5294117647058824,58.48823529411764
2025,SC,XYZ Engineering College,ECE,15185,89952,98,12.0,134,153,10,0.06535947712418301,32.50718954248366
2025,SC,ABC Engineering College,ECE,15197,150715,89,9.6,118,225,14,0.06222222222222222,32.144444444444446
2025,SC,ABC Engineering College,IT,15212,128787,93,13.5,48,86,11,0.12790697674418605,59.55813953488372
2025,OC,Kongu Engineering College,IT,15217,129081,76,12.4,47,166,29,0.1746987951807229,54.59397590361446
2025,BC,XYZ Engineering College,EEE,15235,141228,78,8.7,91,171,37,0.21637426900584794,39.12748538011696
2025,OC,Kongu Engineering College,ECE,15261,90007,88,12.7,105,181,9,0.049723756906077346,38.594475138121545
2025,SC,ABC Engineering College,IT,15265,84200,82,10.6,102,161,14,0.08695652173913043,36.339130434782604
2025,BC,XYZ Engineering College,IT,15267,174396,77,8.0,135,75,29,0.38666666666666666,28.333333333333332
2025,SC,XYZ Engineering College,IT,15289,88519,84,12.3,149,143,30,0.2097902097902098,26.995804195804197
2025,SC,XYZ Engineering College,CSE,15343,167309,90,10.6,69,85,47,0.5529411764705883,57.95882352941177
2025,SC,XYZ Engineering College,EEE,15431,83128,94,10.8,30,175,44,0.25142857142857145,65.02857142857142
2025,OC,ABC Engineering College,IT,15453,156737,86,4.4,146,126,48,0.38095238095238093,24.019047619047623
2025,OC,ABC Engineering College,CSE,15464,162569,80,14.1,47,160,40,0.25,59.0
2025,BC,XYZ Engineering College,IT,15472,125895,86,8.3,131,171,17,0.09941520467836257,26.788304093567252
2025,BC,Kongu Engineering College,ECE,15490,171640,86,12.5,97,73,34,0.4657534246575342,48.515068493150686
2025,BC,XYZ Engineering College,CSE,15578,163404,81,13.6,76,216,13,0.06018518518518518,46.303703703703704
2025,OC,ABC Engineering College,CSE,15633,167956,84,11.9,125,159,48,0.3018867924528302,35.637735849056604
2025,SC,XYZ Engineering College,ECE,15635,133875,80,6.8,108,86,19,0.22093023255813954,32.818604651162794
2025,OC,ABC Engineering College,IT,15643,103101,87,14.9,25,227,47,0.20704845814977973,67.64096916299559
2025,BC,ABC Engineering College,IT,15643,135566,88,10.4,77,92,33,0.358695652173913,50.873913043478254
2025,SC,XYZ Engineering College,EEE,15676,140558,75,4.7,28,133,26,0.19548872180451127,52.70977443609022
2025,SC,Kongu Engineering College,EEE,15701,91118,90,10.6,48,175,19,0.10857142857142857,55.371428571428574
2025,SC,XYZ Engineering College,CSE,15773,131625,97,10.9,104,185,29,0.15675675675675677,41.935135135135134
2025,OC,XYZ Engineering College,EEE,15823,134878,82,13.8,32,153,44,0.2875816993464052,64.5516339869281
2025,BC,ABC Engineering College,IT,15881,158143,86,6.8,20,139,46,0.33093525179856115,63.21870503597122
2025,OC,ABC Engineering College,IT,15884,96774,81,12.3,124,117,30,0.2564102564102564,34.52820512820513
2025,OC,ABC Engineering College,IT,15914,179824,84,10.2,101,219,15,0.0684931506849315,36.46986301369863
2025,SC,Kongu Engineering College,ECE,15948,137168,76,8.2,48,229,40,0.17467248908296942,50.09344978165939
2025,OC,Kongu Engineering College,IT,15974,128017,80,10.7,142,172,20,0.11627906976744186,24.42558139534884
2025,OC,Kongu Engineering College,EEE,15980,125695,82,9.2,145,228,27,0.11842105263157894,22.668421052631576
2025,BC,Kongu Engineering College,CSE,16037,167146,94,10.1,50,233,41,0.1759656652360515,56.819313304721035
2025,OC,Kongu Engineering College,EEE,16048,112869,89,10.2,94,153,31,0.20261437908496732,42.75228758169935
2025,BC,Kongu Engineering College,CSE,16089,143819,78,10.2,33,97,45,0.4639175257731959,62.97835051546392
2025,OC,XYZ Engineering College,ECE,16179,157303,97,6.7,142,92,26,0.2826086956521739,28.85217391304348
2025,SC,ABC Engineering College,CSE,16192,160442,82,14.8,92,186,40,0.21505376344086022,46.1010752688172
2025,BC,ABC Engineering College,IT,16200,139155,88,9.4,147,152,33,0.21710526315789475,26.042105263157893
2025,OC,Kongu Engineering College,ECE,16204,97964,98,8.8,150,162,15,0.09259259259259259,25.05185185185185
2025,SC,Kongu Engineering College,EEE,16247,146083,91,12.4,138,192,8,0.041666666666666664,29.133333333333333
2025,OC,ABC Engineering College,CSE,16368,146916,80,14.1,88,136,42,0.3088235294117647,47.8764705882353
2025,OC,ABC Engineering College,IT,16388,118297,96,12.0,85,184,22,0.11956521739130435,47.69130434782608
2025,OC,XYZ Engineering College,IT,16420,136271,93,9.6,32,172,5,0.029069767441860465,58.48139534883721
2025,SC,Kongu Engineering College,EEE,16420,98406,82,12.6,146,154,9,0.05844155844155844,24.568831168831167
2025,BC,Kongu Engineering College,IT,16443,169783,80,11.1,92,160,13,0.08125,39.125
2025,SC,ABC Engineering College,EEE,16455,135588,98,11.1,37,122,38,0.3114754098360656,65.6295081967213
2025,OC,XYZ Engineering College,EEE,16480,84394,82,9.9,70,225,38,0.1688888888888889,46.87777777777777
2025,BC,ABC Engineering College,CSE,16490,81797,92,5.6,81,133,12,0.09022556390977443,40.70451127819549
2025,SC,XYZ Engineering College,CSE,16514,106991,93,11.0,73,153,16,0.10457516339869281,49.091503267973856
2025,OC,ABC Engineering College,IT,16530,90278,95,6.1,135,87,14,0.16091954022988506,27.318390804597705
2025,SC,XYZ Engineering College,ECE,16540,99399,98,8.1,33,225,40,0.17777777777777778,61.15555555555556
2025,OC,Kongu Engineering College,ECE,16560,134729,86,6.2,75,118,39,0.3305084745762712,46.110169491525426
2025,BC,Kongu Engineering College,ECE,16588,153917,81,7.7,141,64,41,0.640625,32.5125
2025,OC,Kongu Engineering College,CSE,16666,168863,97,11.7,107,158,16,0.10126582278481013,40.7253164556962
2025,OC,ABC Engineering College,EEE,16673,123880,97,4.6,122,182,14,0.07692307692307693,28.63846153846154
2025,BC,ABC Engineering College,EEE,16778,122134,91,13.1,50,189,47,0.24867724867724866,60.37354497354497
2025,SC,ABC Engineering College,EEE,16823,138589,80,8.9,134,116,35,0.3017241379310345,28.734482758620693
2025,SC,XYZ Engineering College,CSE,16853,134124,85,8.3,81,92,14,0.15217391304347827,42.54347826086956
2025,OC,XYZ Engineering College,ECE,16891,132284,94,5.4,20,92,27,0.29347826086956524,63.469565217391306
2025,OC,ABC Engineering College,EEE,16931,107766,87,8.9,107,152,19,0.125,35.4
2025,BC,XYZ Engineering College,CSE,16932,173486,93,12.9,54,152,40,0.2631578947368421,59.86315789473684
2025,SC,XYZ Engineering College,IT,16951,152756,87,10.5,127,97,9,0.09278350515463918,30.355670103092784
2025,BC,XYZ Engineering College,ECE,17010,83112,86,10.4,32,190,30,0.15789473684210525,59.757894736842104
2025,BC,Kongu Engineering College,CSE,17021,94168,78,14.1,50,62,46,0.7419354838709677,67.33870967741936
2025,BC,Kongu Engineering College,ECE,17026,90216,92,5.7,63,187,26,0.13903743315508021,47.1807486631016
2025,SC,GHI Engineering College,CSE,17074,108642,82,9.4,50,186,35,0.1881720430107527,52.76344086021505
2025,SC,GHI Engineering College,ECE,17099,122151,81,13.4,111,234,11,0.04700854700854701,35.340170940170935
2025,BC,ABC Engineering College,ECE,17109,136379,90,10.8,46,102,9,0.08823529411764706,55.76470588235294
2025,OC,Kongu Engineering College,EEE,17124,121060,90,8.3,139,232,8,0.034482758620689655,24.289655172413795
2025,OC,ABC Engineering College,CSE,17146,161406,83,10.7,122,159,22,0.13836477987421383,31.767295597484278
2025,BC,XYZ Engineering College,CSE,17152,122803,84,7.5,84,204,28,0.13725490196078433,40.245098039215684
2025,SC,DEF Engineering College,ECE,17184,133085,88,6.3,30,201,14,0.06965174129353234,55.09303482587065
2025,OC,ABC Engineering College,EEE,17198,152779,90,4.8,88,208,36,0.17307692307692307,38.861538461538466
2025,OC,Kongu Engineering College,IT,17222,176550,77,5.7,140,213,7,0.03286384976525822,17.45727699530516
2025,SC,DEF Engineering College,CSE,17233,151340,79,4.7,131,230,19,0.08260869565217391,20.752173913043478
2025,OC,Kongu Engineering College,EEE,17233,152430,95,11.8,55,207,36,0.17391304347826086,57.278260869565216
2025,OC,XYZ Engineering College,CSE,17238,122778,79,8.2,126,217,26,0.11981566820276497,26.4963133640553
2025,SC,GHI Engineering College,EEE,17272,170763,90,5.5,128,190,12,0.06315789473684211,25.363157894736844
2025,SC,GHI Engineering College,ECE,17373,116265,95,13.4,50,202,49,0.24257425742574257,61.75148514851485
2025,BC,XYZ Engineering College,IT,17400,150990,96,13.1,42,109,46,0.42201834862385323,67.74036697247706
2025,SC,DEF Engineering College,ECE,17457,98292,98,12.4,94,117,42,0.358974358974359,50.779487179487184
2025,SC,DEF Engineering College,ECE,17469,132627,88,13.9,79,123,38,0.3089430894308943,52.77886178861788
2025,BC,Kongu Engineering College,CSE,17507,108604,98,4.2,24,215,44,0.20465116279069767,60.49302325581396
2025,OC,ABC Engineering College,CSE,17571,140178,92,11.6,98,164,24,0.14634146341463414,42.72682926829268
2025,SC,GHI Engineering College,EEE,17599,143368,85,7.8,64,202,18,0.0891089108910891,45.882178217821775
